ID,POST_ID,CREATED_TIME,LIKE_COUNT,MESSAGE
5601416899916450_391113103232019,119630781428450_5601416899916450,2022-09-25T09:55:37+0000,0,გაიხარეთ    ბიჭებო
5601416899916450_816340292722341,119630781428450_5601416899916450,2022-09-24T08:49:14+0000,0,რაიო მეგრელებს დისტანციურად მოვემსახურებითო???
5601416899916450_1089373271725870,119630781428450_5601416899916450,2022-09-23T22:41:24+0000,0,საქართველოზე პროჭი ბანი თუა მანახეთ დღეს სესხის დღე მქონდა თან დაბადების დღე არ კი მომილოცეს ამ ნაბზრებმა აგენმა....
5601416899916450_796677638205100,119630781428450_5601416899916450,2022-09-23T19:44:09+0000,0,ლევანიკოო😂😂😂😂
5601416899916450_847937813037031,119630781428450_5601416899916450,2022-09-23T19:13:57+0000,0,არარის ეს ნორმალური 🙄
5601416899916450_628287482229037,119630781428450_5601416899916450,2022-09-23T18:30:17+0000,0,ბუდუ ზივძივაძის მასტერკლასი და კვარას გვირგვინი.💪⚽️🥰
5601416899916450_860075708709983,119630781428450_5601416899916450,2022-09-23T18:20:43+0000,0,ყველას გილოცავთ ამ გა.არჯვრბას2:0 ძალიან მაგრები ხართ ვაჟკაცებო ვამაყობთ თქვენით
5601416899916450_807153197076872,119630781428450_5601416899916450,2022-09-23T18:19:58+0000,0,ბანკებიც მეგრელებს გააქვთ და გოლებიც😁
5601416899916450_618566472996356,119630781428450_5601416899916450,2022-09-23T18:14:15+0000,0,მარგალეფ მანგარეფ
5601416899916450_446714227273450,119630781428450_5601416899916450,2022-09-23T18:08:12+0000,1,ფეხბურთის ყურებას ბანკის ფილიალებს უყუროთ კამერაში  სალობიესავით ხან ვინ შემოგივარდებათ ხანვინ
5601416899916450_506083957521689,119630781428450_5601416899916450,2022-09-23T18:02:45+0000,0,❤️❤️❤️❤️❤️❤️
5601416899916450_5552186431503877,119630781428450_5601416899916450,2022-09-23T18:01:05+0000,0,ესენი კიდე მეგრელების ფოტოს რო აზიარებს 😂
5601416899916450_642904477440820,119630781428450_5601416899916450,2022-09-23T17:58:31+0000,0,მალადეც ბიჭები✊🙏
5601416899916450_814595622884685,119630781428450_5601416899916450,2022-09-23T17:57:25+0000,2,ბუდუ ზივზივაძე დღეს იყო ნომერ პირველი მოედანზე❤
5601416899916450_2349428471881543,119630781428450_5601416899916450,2022-09-23T17:53:16+0000,0,🇬🇪🇬🇪🇬🇪
5601416899916450_452759320220877,119630781428450_5601416899916450,2022-09-23T17:49:57+0000,0,🏦ბანკებიც მეგრელებმა უნდა გაიტანონ და გოლიც ⚽️😅😂🤌
5601416899916450_327498559575839,119630781428450_5601416899916450,2022-09-23T17:46:05+0000,0,👏👏👏👏👏
5601416899916450_1122359688377982,119630781428450_5601416899916450,2022-09-23T17:39:16+0000,0,გოოოოოლ⚽️❤️💥💥💥
5601416899916450_1167809087472478,119630781428450_5601416899916450,2022-09-23T17:39:00+0000,0,Ხვიჩა-ჩა-ჩა-ჩა ჩაუტარა😍😍
5601416899916450_934120124211529,119630781428450_5601416899916450,2022-09-23T17:30:16+0000,0,🇬🇪❤️
5601416899916450_772251533885255,119630781428450_5601416899916450,2022-09-23T17:29:16+0000,0,მგონი ეღირსა საქართველის ფეხბურთს აღორძინება გაიხარეთ ბიჭებო წარმატებწბი
5601416899916450_416523613860192,119630781428450_5601416899916450,2022-09-23T17:29:05+0000,0,მორჩა კინო!🥱❤️‍🔥❤️‍🔥
5601416899916450_412791410981201,119630781428450_5601416899916450,2022-09-23T17:28:07+0000,0,ზივზივაძის დამსახურებით კვარამ გაიტანა 🤩🤩🤩
5601416899916450_467451622099636,119630781428450_5601416899916450,2022-09-23T17:27:46+0000,0,ისე მაკედონიის დაცვის ხაზივით ხართ დაცულები თქვენც  😂😂😂😂😂😂😂😂😂😂😂😂😂
5601416899916450_1586004065151609,119630781428450_5601416899916450,2022-09-23T17:27:37+0000,0,✔️ ერთხელ ხო მაინც უნდა გაგახაროთ მეგრელმა)
5601416899916450_464140762314585,119630781428450_5601416899916450,2022-09-23T17:27:01+0000,1,He is great player 🇹🇷
5601341829923957_5762458847118725,119630781428450_5601341829923957,2022-09-23T18:36:36+0000,0,"Congratulations, Georgia! ❤️"
5601341829923957_1148990112366360,119630781428450_5601341829923957,2022-09-23T17:42:01+0000,1,ამ ბიჯმა ფეხბურთის ყურება შემაყვარა ვამაყობთ შენით საქართვრლო👌👌👌
5601341829923957_823298542005011,119630781428450_5601341829923957,2022-09-23T17:46:12+0000,1,მეკარე გვყავს მგელი💙
5601341829923957_626593092156571,119630781428450_5601341829923957,2022-09-23T17:25:00+0000,0,უკვე 2-0 ვიგებთ👍❣
5601341829923957_639537347525618,119630781428450_5601341829923957,2022-09-23T16:59:30+0000,0,Super⚽warmatebebi
5601341829923957_458000669607824,119630781428450_5601341829923957,2022-09-23T17:02:02+0000,0,❤️
5601341829923957_795087741575016,119630781428450_5601341829923957,2022-09-23T17:40:42+0000,0,❤️❤️❤️❤️👏
5601341829923957_1234607813780911,119630781428450_5601341829923957,2022-09-23T22:07:33+0000,0,ისე ხაზარაძე გიგებთ 2-0 🤣
5600715159986624_5417148791654614,119630781428450_5600715159986624,2022-09-23T14:36:44+0000,122,👏👏👏👍🇬🇪 კარგია ესეთი რეკლამა აერთიანებს ერს 👍❤️
5600715159986624_553111546612586,119630781428450_5600715159986624,2022-09-23T14:53:44+0000,41,მჯერა რომ აუცილებლად მალე ასრულდება ჩვენი ოცნება 🇬🇪🇬🇪🇬🇪
5600715159986624_1464259154085697,119630781428450_5600715159986624,2022-09-23T14:00:47+0000,27,გამარჯვებას ვუსურვებ დღეს და ყოველთვის ჩემ საქართველოს <3
5600715159986624_459582472610602,119630781428450_5600715159986624,2022-09-23T22:16:45+0000,23,"გულგრილად ვერ მოისმენს კაცი,
ბრავო ვინც ამაზე იმუშავა👏👍"
5600715159986624_616975690078240,119630781428450_5600715159986624,2022-09-24T04:14:25+0000,15,ჩემი ლუკაც მოხვდა ამ რეკლამაში გილოცავ სიცოცხლე წარმატებები შენს არჩევანში გისურვებდი დიდი ფეხბურთი გეთამაშლს საქართველო გესახელებინოს.
5600715159986624_801689631020374,119630781428450_5600715159986624,2022-09-23T13:19:05+0000,12,კარგია გმადლობთ
5600715159986624_6079485582064806,119630781428450_5600715159986624,2022-09-23T15:02:47+0000,13,ღმერთმა გისმინოს!
5600715159986624_638213107667252,119630781428450_5600715159986624,2022-09-24T10:01:55+0000,8,"იმედი გაგვიᲩნდა. კვარაცხელიას ᲗამაᲨმა, საერᲗიდ მისმა არსებობამ ფეხბურᲗის ონტერესი დამიბრუნა. წარმატებებს ვუსურვებ მას და მᲗელ საქარᲗველოს ნაკრებს. 😊❤🤩"
5600715159986624_823530172418035,119630781428450_5600715159986624,2022-09-23T13:50:46+0000,7,"რა მაგარია🧡
მე მჯერა🇬🇪❤️"
5600715159986624_469359755236223,119630781428450_5600715159986624,2022-09-24T10:31:14+0000,6,"ფეხბურთი, მეტი ვიდრე სპორტი🇬🇪⚽❤️👌 მადლობა თქვენ საქართველოს ბანკი • Bank of Georgia 👏👏 საოცარი კადრები და სიტყვებია👏👏
დიახ, ეს უზღვავი  ემოციაა...⚽👌
დიახ, აქ ზომიერება წარმოუდგენელია🇬🇪👌 დიახ, არასოდეს მინდა განვიკურნო... 🇬🇪⚽❤️👌
მჯერა🇬🇪 ვიცი 🇬🇪 ჩვენ შევძლებთ🇬🇪 ეროვნული ნაკრები 

#მევარსაქართველო🇬🇪⚽❤️👌"
5600715159986624_496185802516737,119630781428450_5600715159986624,2022-09-24T05:02:48+0000,6,ასეც იქნება.საქსრთველო და ქართველი ხალხი ამას იმსახურებს.გაბრწყინდება საქართველო და იქნება ყველგან და ყოველთვის გამარჯვებული და გაბრწყინებული.❤❤🇬🇪🇬🇪🇬🇪❤❤
5600715159986624_1088117168491170,119630781428450_5600715159986624,2022-09-23T20:18:17+0000,8,"გაიხარე ამ რწმენისთვის,ჩვენც გვჯერა,რომ ამას ჩვენი ბიჭები ბიჭები მალე სეძლებენ.იმედი არ მოგვიშალორ ღმერთმა და მალე რეალობად გვიქციოს.🙏🙏🙏🙏"
5600715159986624_2373747986124513,119630781428450_5600715159986624,2022-09-24T03:27:31+0000,6,"მე  მჯერა...
საქარᲗველოს გამარჯვების...
ქარᲗველᲗა გამარჯვების...
უფალი დამილოცე ...🙏
Ჩემი საქარᲗველო...
Ჩემი ქარᲗველნი...
ბევრი გამარჯვება გველოდება...
მე მჯერა...❤🙏❤"
5600715159986624_5369781629806486,119630781428450_5600715159986624,2022-09-23T18:35:16+0000,3,გულიი ამიჩუყდაააა 🙄😌😍😍🇬🇪
5600715159986624_1151334465452150,119630781428450_5600715159986624,2022-09-24T04:05:09+0000,5,რა სასიამოვნო მოსასმენი იყო!მჯერა!!!👍👍👍👍👏👏👏👏💥💥💥
5600715159986624_464343175719670,119630781428450_5600715159986624,2022-09-23T15:56:21+0000,2,აბა. სი. გიჩქუ. კვარა  ასახელი. მარგალეფი დო. საქორთუო ქუგალე
5600715159986624_456418599771275,119630781428450_5600715159986624,2022-09-24T03:53:44+0000,0,ყველა გულშემატკივარის სულში ჩამწვდომი სიტყვები♥️შესანიშნავი მუსიკის ფონზე♥️ბევრი წარმატება ჩვენს სამშობლოს♥️
5600715159986624_5601001843325812,119630781428450_5600715159986624,2022-09-24T09:22:28+0000,2,"კარგია  და სიხარულით  ვიტირე  ვერ  შევიკავე თავი   გუშინ  კი  შიშით  იმედგაცრუებისა,  თამაშ ვერ უყურე,  შემეშინდა.  აი დღეს კი ვუყურებ  უკვე  დამშვიდებული,  წარმატებები  არ მოუშალოს  ჩვენ ბიჭებს,  სპორტის  ყველა  სფეროში.  ოცნება  რეალობით  შეგვიცვალონ.   მადლობა, მადლობა   იხარე  ერო  შენი   შვილებით.  გვიმრავლე  და  გბიდღეგრძელე."
5600715159986624_1962086904000688,119630781428450_5600715159986624,2022-09-23T12:58:58+0000,2,"კარგია ❤️👏🇬🇪
მადლობა......... ♥️♥️♥️"
5600715159986624_415041613908185,119630781428450_5600715159986624,2022-09-25T19:26:38+0000,0,Gmertit amen
5600715159986624_775910767029135,119630781428450_5600715159986624,2022-09-23T16:25:58+0000,3,Гамарджвебас вусурвеб дгес да ковелтвис
5600715159986624_638611117759942,119630781428450_5600715159986624,2022-09-23T15:24:19+0000,2,რა საიამოვნო მოსასმენი იყო!მადლობა!💥🇬🇪🙏
5600715159986624_861079691943767,119630781428450_5600715159986624,2022-09-23T13:53:47+0000,1,"როგორც ყოველთვის ბრავო 
#საქართველოსბანკი"
5600715159986624_520855373203308,119630781428450_5600715159986624,2022-09-24T18:08:30+0000,1,🇬🇪❤mjera 👏
5600715159986624_457309076356421,119630781428450_5600715159986624,2022-09-24T07:41:42+0000,2,სპორტი მოგებისას ადრენალინია'  აღმაფრენააა ცხოვრების ხალისია'  წაგებისას დიდი  ურო თავში 😁😁😁😁😁😁😁😁😁
5600715159986624_632542331641108,119630781428450_5600715159986624,2022-09-23T18:22:28+0000,1,Квара ты супер!! 🇬🇪👍👏
5600715159986624_5554587881300262,119630781428450_5600715159986624,2022-09-24T03:24:57+0000,0,"BRAVO
            GKS"
5600715159986624_1683818898684966,119630781428450_5600715159986624,2022-09-24T21:13:50+0000,0,"ყველაზე მაგარი გრძნობა,როდესაც კარს გახედავ და დარწმუნებული ხარ რომ შეგიძლია გოლის გატანა,რა შეედრება ამ სიხარულს, არაფერი,იმედია ვიგრძნობთ ამ სიხარულს მაა Zuka Bidzishvili იმედია კი არა დარწმუნებული ვარ რომ ამ სიხარულს მომანიჭებ და ჩემზე ბედნიერი კაცი არ იქნება მსოფლიოში ❤️❤️❤️"
5600715159986624_908092110569871,119630781428450_5600715159986624,2022-09-24T14:07:34+0000,1,"ღმერთმა ქნას,გავხდეთ ამ უდიდესი სიხარულის მოწმენი!.."
5600715159986624_605510007727773,119630781428450_5600715159986624,2022-09-24T06:05:45+0000,0,მე მჯერა ჩვენი ბიჭების. მათ შეუძლებელი შეძლეს გაავსეს ტრიბუნა  და ზღვა სიხარული აჩუქეს გულშემატკი რებს.გმადლობთ ბიჭებო💗💗💗💗💗💗
5600715159986624_677675460162090,119630781428450_5600715159986624,2022-09-23T18:30:48+0000,0,ღმერთმა ისმინოს❤
5600715159986624_493596748994920,119630781428450_5600715159986624,2022-09-24T05:50:43+0000,0,Цмаратебеби мчера  хвелапери Каргат Гамова Сакартвелос цалас мимцеми гахдеби. Дидеба упалсь Аминь.
5600715159986624_451418280287618,119630781428450_5600715159986624,2022-09-24T05:14:06+0000,0,Rogor mikvarda fexbyrti     chveni dinamo        kvela tamachs vykyrebdi    is emocia dgesac aris chemchi
5600715159986624_2808236745974976,119630781428450_5600715159986624,2022-09-24T04:24:28+0000,1,"მრავალი,მრავალი წარმატება.
     🙏🙏🙏"
5600715159986624_1145822529673660,119630781428450_5600715159986624,2022-09-23T20:06:50+0000,0,"მჯერა!
ჩვენი ბიჭები გვაჩუქებენ ბევრ სიხარულს! შრომა და თავდადება!
წარმატება ! სპორტი აერთიანებს ადამიანებს, რაც ძალიან გვჭირდება!"
5600715159986624_607628094232205,119630781428450_5600715159986624,2022-09-24T06:54:36+0000,1,თბილისის დინამოს თამაშების შემდეგ აი პირველად ვუყურე ფეხბურთს.მადლობა ხვიჩა შენ ამისთვის.მჯერა ქართულ ფეხბურთს და საქრთველოს დაუბრუნდება ძველი დიდება.უფალი გწყალობდეთ ჩემო ტანჯულო სამშობლო
5600715159986624_403943491912535,119630781428450_5600715159986624,2022-09-24T04:37:16+0000,0,Amin mec mjera.
5600715159986624_662240285237431,119630781428450_5600715159986624,2022-09-24T15:43:22+0000,0,"კარგი ვიდეოა.ბევრის მთქმელი და იმედის მომცემი.მადლობა ვინც ამ ვიდეოზე იმუშავა.კარგი მომენტებია ძველი და ახალი თაობის.ჩვენი პატარებისთვისაც სამოტივაციო ვიდეოა.ქომაგებისთვის ეს ერთგვარი მადლობის გადახდაცაა.წინ გამარჯვებისკენ.ეს მუხტი რაც ეხლა ხდება,აუცილებლად გაამარჯვებინებს ჩვენ ეროვნულ გუნდს.👋👋👋👋❤️"
5600715159986624_1182584239266786,119630781428450_5600715159986624,2022-09-23T19:26:21+0000,0,ვამაყობ ამ თაობით და მჯერა ჩვენს გულებს გაახარებენ .წინ ლომებოო
5600715159986624_1128373071424523,119630781428450_5600715159986624,2022-09-25T00:19:42+0000,0,კარგია 🙌👏✨
5600715159986624_786227465858130,119630781428450_5600715159986624,2022-09-24T13:06:41+0000,1,"მჯერა ,წარმატებები ჩვენს ნაკრებს"
5600715159986624_3261859017402987,119630781428450_5600715159986624,2022-09-24T09:11:39+0000,1,🙌🙌🙌აუცილებლად ასრულდებააა!👏👏
5600715159986624_2981526142151509,119630781428450_5600715159986624,2022-09-24T15:33:53+0000,0,მუსიკა 🤦 რაშუაშია 🫣
5600715159986624_1054463701936013,119630781428450_5600715159986624,2022-09-23T22:16:30+0000,0,წარმატებები
5600715159986624_1096316417680169,119630781428450_5600715159986624,2022-09-23T18:42:43+0000,1,ჩვენ ამას აუცილებლად შევძლებთ ✊🏻🇬🇪
5600715159986624_3231227143799826,119630781428450_5600715159986624,2022-09-23T14:22:10+0000,2,ძალიააან მაგარიააა ❤️❤️❤️❤️❤️
